nombre_alu,apellido,edad,direccion,num_cuenta
Maria aracel,Amavisca,26,Veracruz de Ignacio de la Llave_Cosamaloapan de Carpio_Colonia_El Cocal_95397,5321
Mario hector,Doñu,25,Hidalgo_Pachuca de Soto_Colonia_Jorge Rojo Lugo_42070,5322
Celia isabel,Baypoli,18,Tlaxcala_Tlaxco_Barrio_De Lourdes_90259,5323
Carlos jesus,Moralez,24,Hidalgo_Mineral de la Reforma_Fraccionamiento_Valle del ?lamo_42184,5324
Ma sagrario,Plazola,26,Coahuila de Zaragoza_Monclova_Colonia_Andalucia_25770,5325
Jorge rolando,Paita,25,Veracruz de Ignacio de la Llave_Pajapan_Ejido_San Juan Volador_95960,5326
Maria yaneth,Cobarrubias,25,Oaxaca_San Pedro Mixtepec -Dto. 22 -_Colonia_Sector Libertad_71983,5327
Marco anton,Cado,21,Guanajuato_Abasolo_Granja_Jacarandas_36986,5328
Gladiz,Caudana,18,Durango_Lerdo_Fraccionamiento_San Isidro_35159,5329
Jose de,Mumulmea,25,Durango_Mezquital_Ejido_Los Leones_34987,5330
Hilda georgina,Claudia,25,Distrito Federal_Venustiano Carranza_Pueblo_Pueblo de La Magdalena Mixiuhca_15860,5331
Germain,Cal,27,Guanajuato_Irapuato_Fraccionamiento_San Juanito_36687,5332
Elizabeht,Nery,27,Nayarit_Compostela_Colonia_San Rafael_63710,5333
Andres miguel,Monterrey,24,Hidalgo_Tezontepec de Aldama_Colonia_Nuevo Panuaya_42763,5334
Gloria catalina,Lazalde,23,Morelos_Temixco_Colonia_Lomas de Guadalupe_62583,5335
Alfredo guadalupe,Gocobachi,19,Coahuila de Zaragoza_Monclova_Colonia_Andalucia_25770,5336
Melanea,G,27,Campeche_Campeche_Colonia_Morelos I II y III_24026,5337
Cecilio,Pajaro,26,Tamaulipas_Matamoros_Colonia_La Herradura_87440,5338
Rosa adriana,Espinola,26,Colima_Manzanillo_Colonia_Padre Hidalgo_28270,5339
Daniel ivan,Aragon,25,Guanajuato_Silao de la Victoria_Ejido_Medranos_36285,5340
Norma leonor,Robert,25,Oaxaca_Santiago Tetepec_Pueblo_Santa Cruz Tihuixte_71784,5341
Jose david,Lorea,23,Tamaulipas_Matamoros_Colonia_El Recuerdo_87454,5342
Eva del carmen,Urquin,23,Tamaulipas_Victoria_Fraccionamiento_Santa Barbara_87028,5343
Rodimiro,Calzoncit,18,Aguascalientes_Aguascalientes_Fraccionamiento_Torres de San Francisco_20280,5344
Martha g,Cleto,25,Jalisco_Guachinango_Pueblo_Guachinango_46800,5345
Luis gerardo,Montecinos,20,Chiapas_Ocosingo_Barrio_Aeropuerto_29950,5346
Lenny,Pina,23,Guerrero_Iguala de la Independencia_Pueblo_Zacacoyuca_40110,5347
Cesar aurelio,Frias,19,Puebla_Puebla_Colonia_Reforma Sur (La Libertad)_72160,5348
Mirna magdalena,Manzur,27,Puebla_Chietla_Pueblo_Atencingo_74585,5349
Pedro juan,Condado,20,Sonora_Alamos_Pueblo_San Vicente_85777,5350
Brenda guadalupe,Chung,18,Chihuahua_Guachochi_Ejido_Chaneachi_33190,5351
Fernando ramon,Laguna,26,Guanajuato_Irapuato_Parque industrial_Apolo_36546,5352
Ana lorena,Peã¿a,24,Sonora_Hermosillo_Fraccionamiento_Plaza Grande_83125,5353
Carlos mauricio,Gradilla,24,Jalisco_Guadalajara_Colonia_Higuerillas 1a Secc_44470,5354
Leticia angelica,Anduaga,18,Jalisco_El Grullo_Fraccionamiento_Colomos_48744,5355
Hector julio,Nuðez,27,Veracruz de Ignacio de la Llave_Poza Rica de Hidalgo_Fraccionamiento_La Florida_93308,5356
Celina guadalupe,Melena,19,Hidalgo_Ixmiquilpan_Colonia_Los Cruces_42313,5357
J refugio,Doporto,22,Nayarit_Santiago Ixcuintla_Colonia_Cerro Grande_63360,5358
Esther,Landeros,25,Distrito Federal_Gustavo A. Madero_Colonia_Dinamita_7070,5359
Luis abraham,Gertrudis,25,Oaxaca_Natividad_Colonia_Virgen de los Pobres_68700,5360
Rita adriana,Teniza,18,Sonora_Hermosillo_Fraccionamiento_Nueva Galicia_83245,5361
Magdaleno,Yerenas,22,Coahuila de Zaragoza_Saltillo_Fraccionamiento_Terralta_25294,5362
Gloria minerva,Gante,22,Veracruz de Ignacio de la Llave_Poza Rica de Hidalgo_Colonia_Insurgentes_93280,5363
Hubel,Tizoc,20,Veracruz de Ignacio de la Llave_Papantla_Ejido_Primero de Mayo_93540,5364
Wendy,Mundo,26,Veracruz de Ignacio de la Llave_Huatusco_Fraccionamiento_Praderas de Axol_94106,5365
Betuel,Magno,27,Jalisco_Villa Guerrero_Colonia_Estanco_46105,5366
Martha yadira,Bacilio,27,Sonora_Guaymas_Fraccionamiento_Playa Vista I_85423,5367
Arturo guillermo,Xotla,18,Distrito Federal_Venustiano Carranza_Colonia_General Ignacio Zaragoza_15000,5368
Anareli,Padierna,24,Guerrero_Chilpancingo de los Bravo_Colonia_Unidad Deportiva_39070,5369
Cristian,Davis,24,Sonora_Agua Prieta_Fraccionamiento_Cerrada San ?ngel_84230,5370
Martha leti,Zu!iga,21,Guerrero_Ometepec_Barrio_Zapote Prieto_41700,5371
Francisco rene,Mercenario,22,Colima_Manzanillo_Colonia_Del Mar_28218,5372
Norma gloria,Cermeno,23,Tamaulipas_Ciudad Madero_Colonia_?rbol Grande_89490,5373
Nestor,Huebe,20,Durango_San Bernardo_Ejido_El Durazno_35496,5374
Felicia,Apostol,25,Chihuahua_Bocoyna_Barrio_Barrio el Seguro_33210,5375
Hector hugo,Lorea,21,Campeche_Campeche_Fraccionamiento_Candelaria_24050,5376
Elba maria,Paul,24,Tamaulipas_Reynosa_Colonia_Santa Cecilia_88650,5377
Mario fernando,Albañil,24,Chiapas_Acacoyagua_Colonia_El Tumbador_30593,5378
Maura guadalupe,Fisher,19,Puebla_San Salvador el Verde_Exhacienda_San Antonio Chautla_74136,5379
Ponciano,Aboyte,26,Veracruz de Ignacio de la Llave_Puente Nacional_Pueblo_Naranjos_91653,5380
Lucia elena,Rodrigo,19,Sonora_Cajeme_Colonia_Ejidal_85210,5381
Eric rafael,Santoyo,18,Baja California_Ensenada_Colonia_Salinas de Gortari_22813,5382
Ma. cecilia,Caba%as,21,Tamaulipas_Altamira_Colonia_Francisco I Madero_89603,5383
Luis emmanuel,Bolivar,19,Puebla_Amozoc_Barrio_Santo ?ngel_72980,5384
Ever,Aldapa,26,Sonora_Cajeme_Fraccionamiento_Chihuahua_85160,5385
Hector gregorio,Tamariz,20,Veracruz de Ignacio de la Llave_Cosoleacaque_Colonia_Corpal_96344,5386
Leydi diana,Floran,20,Baja California_Mexicali_Pueblo_Mesa Arenosa de Andrade (Villa Zapata)_21925,5387
Dionisio,Rondero,18,Veracruz de Ignacio de la Llave_Tancoco_Pueblo_Zacamixtle_92550,5388
Yannet,Tortolero,18,Hidalgo_Mineral del Chico_Pueblo_Carboneras_42124,5389
Hector man,Orendain,19,Guanajuato_Irapuato_Ejido_Guadalupe de Paso Blanco (El Ranchito)_36823,5390
Flor selene,Olmos,26,Tlaxcala_Tlaxcala_Colonia_Del Maestro_90080,5391
Angel,Xospa,22,Sinaloa_Choix_Ejido_El Altillo_81717,5392
Diana irasema,Nogueira,25,Chiapas_Tapachula_Ejido_Independencia_30812,5393
Ramses,Isaac,27,Tabasco_Macuspana_Colonia_Las Delicias_86720,5394
Paulina alejandra,Huelitl,20,Durango_Durango_Colonia_Fray Diego de La Cadena_34216,5395
Carlos tomas,Baquedano,22,Chiapas_Angel Albino Corzo_Pueblo_Francisco I Madero_30370,5396
Altagracia,Orona,24,Guanajuato_Silao de la Victoria_Ejido_Menores_36294,5397
Nestor enrique,Magaña,23,Sonora_Hermosillo_Residencial_Pitic Norte_83150,5398
Venus,Ferrer,18,Sonora_Cananea_Colonia_Industrial_84623,5399
Uvaldo,Peza,27,Chiapas_Salto de Agua_Ejido_Santa Rosa_29904,5400
Elsa alicia,Calatayud,20,Chiapas_Simojovel_Barrio_Altamirano_29820,5401
Abel alejandro,Lacroix,21,Hidalgo_Mineral de la Reforma_Colonia_Militar_42182,5402
Genny,Frade,25,Nayarit_Jala_Barrio_San Juan_63890,5403
Daniel salvador,Puente,22,Tamaulipas_Tampico_Fraccionamiento_FOVISSSTE Vista Hermosa_89110,5404
Maria francisc,Canedo,20,Puebla_Puebla_Colonia_Los Angeles Barranca Honda_72106,5405
Enrique octavio,Arochi,20,Chihuahua_Riva Palacio_Colonia_Campo Sesenta y Siete y Medio_31646,5406
Ma de lourdes,Cartujano,18,Chihuahua_Hidalgo del Parral_Unidad habitacional_FOVISSSTE las Fuentes_33898,5407
Salvador gerardo,Ocaño,22,Chiapas_Huixtla_Unidad habitacional_Los Sauces_30640,5408
Indalecia,Roque,26,Tamaulipas_Tampico_Colonia_Universidad Poniente_89336,5409
Hugo armando,Villarreal,24,Guanajuato_Apaseo el Grande_Colonia_El Pedregal_38168,5410
Anavel,Gallardo,24,Chiapas_Salto de Agua_Ejido_Ach Lum Maya_29904,5411
Jassiel,Tilan,26,Sonora_Naco_Ejido_Manuel Sotelo_84193,5412
Diana denisse,Adaile,20,Tamaulipas_Valle Hermoso_Ejido_18 de Marzo_87530,5413
Jose ventura,S,25,Sonora_Hermosillo_Fraccionamiento_Villa Merlot Residencial_83116,5414
Carmen susana,Guadian,26,Veracruz de Ignacio de la Llave_Santiago Tuxtla_Poblado comunal_Santa Elena_95835,5415
Reyes francisco,Menindez,20,Aguascalientes_El Llano_Ejido_Ojo de Agua de Crucitas_20335,5416
Karla viviana,Marcelo,25,Durango_Durango_Fraccionamiento_Villas del Sol_34237,5417
J marcos,Osti,20,Sonora_Nogales_Colonia_Fundo Legal_84030,5418
Gabriela alejandra,Mariz,23,Guanajuato_Salamanca_Colonia_El Cerrito_36775,5419
Raziel,Jiménez,20,Hidalgo_Atotonilco el Grande_Barrio_El Contadero_43320,5420
Reina elizabeth,Encalada,25,Chiapas_Altamirano_Ejido_Campo Virgen (El Paraje)_30195,5421
Cesar rodrigo,Gaucin,27,Chihuahua_Chihuahua_Colonia_San Ignacio_31100,5422
Sandra cecilia,Uribe,27,Coahuila de Zaragoza_Allende_Fraccionamiento_El Manantial_26532,5423
Jose alonso,Lafarga,24,Chiapas_Altamirano_Ejido_Las Maravillas_30196,5424
Flor aide,Alducin,26,Guanajuato_Dolores Hidalgo Cuna de la Independencia Nacional_Colonia_San Francisco de Asis_37807,5425
Jose israel,Batrez,22,Chiapas_Ixtapa_Colonia_Francisco Javier Mina_29346,5426
Nancy alejandra,Parrazal,21,Durango_Durango_Colonia_20 de Noviembre Fundo Legal_34236,5427
Jose teofilo,Pestaña,24,Guerrero_Ometepec_Barrio_Cruz Grande_41700,5428
Ma elizabet,Maganda,26,Guerrero_Chilpancingo de los Bravo_Colonia_El Tomatal_39085,5429
Santos manuel,Lafuente,25,Zacatecas_General Enrique Estrada_Pueblo_Gral. Enrique Estrada_98560,5430
Adriana cecilia,Nicanor,22,Campeche_Tenabo_Ejido_Chilib_24723,5431
Jose filiberto,Muñiz,20,Guanajuato_San Miguel de Allende_Poblado comunal_Pozos de Liceas_37890,5432
Oneyda,Suchil,23,Sinaloa_Ahome_Fraccionamiento_Fuentes Del Bosque_81229,5433
Luis adolfo,Serna,20,Campeche_Carmen_Colonia_Caracol_24188,5434
Abigail,Borjas,19,Guanajuato_Manuel Doblado_Finca_Los Ocales_36484,5435
Cesar arturo,Sanjuanero,21,Chiapas_Villaflores_Ejido_Villa Hidalgo_30473,5436
Juanita de jesus,Mayagoitia,21,Chihuahua_Chihuahua_Colonia_Lomas Altas III_31207,5437
Mario hernan,Santini,20,Morelos_Ayala_Pueblo_Leopoldo Heredia_62725,5438
Ma eloisa,Macario,27,Guanajuato_Comonfort_Barrio_La Mezquitada_38204,5439
Hebert,Cuamani,25,Guerrero_Cocula_Pueblo_Xonacatla_40580,5440
Miriam alejandra,Telumbre,20,Guanajuato_Silao de la Victoria_Ejido_Lomas de la Providencia_36274,5441
Willy,Lino,21,Sonora_Nogales_Colonia_Pueblo Nuevo_84080,5442
Maria julia,Ricardi,24,Campeche_Campeche_Fraccionamiento_Lomas de las Flores II_24060,5443
J. natividad,Pang,27,Sinaloa_Navolato_Ejido_La Vuelta_80336,5444
Emilia gabriela,Villegas,18,Coahuila de Zaragoza_Allende_Colonia_Allende Centro_26530,5445
Luis amado,Delabra,18,Veracruz de Ignacio de la Llave_Tezonapa_Pueblo_Villa Nueva (Primera Manzana)_95086,5446
Karla esperanza,Gibert,20,Jalisco_Cabo Corrientes_Pueblo_El Tuito_48400,5447
Ivan alejandro,Yin,22,Veracruz de Ignacio de la Llave_Yecuatla_Colonia_Miguel Garcia_93918,5448
Sonia estela,Llaven,23,Zacatecas_Jalpa_Colonia_Jalpa Centro_99600,5449
Juan nicolas,Ostiguin,25,Tabasco_Jalapa_Ejido_San Miguel Afuera_86843,5450
Rosa cecilia,Zuleta,21,Guanajuato_Celaya_Fraccionamiento_Los Olivos Residencial_38037,5451
Raul alfonso,Monjardin,19,Coahuila de Zaragoza_Ocampo_Ejido_San Guillermo Uno_27527,5452
Hilda cecilia,Vales,23,Tabasco_Centro_Pueblo_La Estancia Vieja_86253,5453
Hector andres,Caloca,24,Tamaulipas_Matamoros_Fraccionamiento_FOVISSSTE Fraccionamiento_87400,5454
Lizeth del carmen,Salaya,23,Puebla_Xiutetelco_Barrio_El Progreso_73978,5455
Ali,Ciriaco,21,Oaxaca_San Blas Atempa_Barrio_San Marcial_70786,5456
Orquidea,Paulo,23,Tamaulipas_Victoria_Colonia_Estrella_87015,5457
Lorenso,Alaves,24,Veracruz de Ignacio de la Llave_Banderilla_Colonia_Rafael Murillo Vidal_91302,5458
Sara bertha,Buenfil,19,Sinaloa_Guasave_Ejido_Buenavista_81161,5459
Hiram,Derat,19,Puebla_Xicotepec_Colonia_Duraznotla_73080,5460
Rosalba guadalupe,De loza,27,Sinaloa_Choix_Rancho_La Piedra Bola_81743,5461
Jose severiano,Antolin,18,Jalisco_Zapopan_Colonia_Lomas de Atemajac_45178,5462
Claudia yolanda,Claudia,27,Baja California_Mexicali_Colonia_Torremolinos_21138,5463
Eneas,Iñigo,27,Baja California Sur_La Paz_Fraccionamiento_La Estancia_23084,5464
Norma yolanda,Aldapa,20,Campeche_Palizada_Rancho_Plan del Carmen_24205,5465
Joaquin manuel,Jatomea,26,Baja California_Tijuana_Fraccionamiento_Cumbres del Sol_22630,5466
Ana martha,Marron,24,Jalisco_Zapopan_Fraccionamiento_Rinconadas del Valle_45136,5467
Noe israel,Atzin,23,Distrito Federal_Iztapalapa_Unidad habitacional_Jacarandas_9880,5468
Leodegaria,Chinchurreta,18,Sonora_Hermosillo_Fraccionamiento_Privada Residencial del Pedregal_83293,5469
Isidro,Cartagena,26,Sonora_Agua Prieta_Ejido_Paseo el Greco_84303,5470
Silvia berenice,Castaðeda,25,Colima_Villa de ?lvarez_Colonia_La Gloria_28980,5471
Mario orlando,Dantes,25,Durango_Durango_Hacienda_Hacienda San Martina_34306,5472
Amelia maria,Urrea,21,Tamaulipas_Nuevo Laredo_Colonia_Ferrocarrilera_88280,5473
Oscar javier,Estopier,22,Puebla_Calpan_Pueblo_Pueblo Nuevo_74183,5474
Alondra guadalupe,Witz,27,Puebla_Puebla_Colonia_La Covadonga_72100,5475
Pascasio,Colin,26,Jalisco_Zapopan_Colonia_Loma Blanca_45167,5476
Elia del carmen,Constantino,22,Baja California_Tijuana_Colonia_Los Laureles_22520,5477
J carmen,Del carpio,22,Morelos_Cuernavaca_Colonia_Altavista Barrancas_62018,5478
Maria concepcion guadalupe,Ozumbilla,20,Jalisco_La Barca_Hacienda_La Providencia_47918,5479
Edgar octavio,Sanjuanero,18,Guanajuato_Celaya_Conjunto habitacional_Villas de Celaya_38078,5480
Ana yancy,Pacheco,22,Chihuahua_Chihuahua_Colonia_Las Pistas_31314,5481
Francisc,Tletlepantzi,23,Oaxaca_San Francisco Telixtlahuaca_Colonia_El Llano_68213,5482
Rosa velia,Donmiguel,20,Hidalgo_Mineral del Monte_Barrio_La Quebradilla_42134,5483
Mario rafael,Legarreta,27,Chihuahua_Chihuahua_Colonia_Vista Hermosa_31065,5484
Vanessa guadalupe,Paez,22,Chiapas_Escuintla_Colonia_Nueva Morelia_30605,5485
Jose paul,Llanos,27,Campeche_Campeche_Ejido_Noh-yaxche_24536,5486
Romana del carmen,Darey,26,Chiapas_Villaflores_Barrio_San Miguel_30479,5487
Jesus alonso,Chung,18,Durango_Santiago Papasquiaro_Colonia_El Milagro_34647,5488
Susana del carmen,Torrejon,22,Coahuila de Zaragoza_San Buenaventura_Ejido_San Antonio de las Higueras_25533,5489
Sergio felipe,Sollano,24,Tamaulipas_Matamoros_Colonia_Estero San Pablo_87320,5490
Andrea de jesus,Qui%ones,25,Hidalgo_Francisco I. Madero_Colonia_La Campana_42671,5491
Alfonso octavio,Fraga,21,Veracruz de Ignacio de la Llave_La Antigua_Colonia_Calzada_91680,5492
Melina,Roman,25,Jalisco_Guadalajara_Colonia_Insurgentes 3a Secc_44820,5493
Fabiel,Ballona,18,Hidalgo_Tula de Allende_Colonia_El Mirador_42846,5494
Adriana lorena,Monares,24,Puebla_Tlacuilotepec_Pueblo_Itzalan_73074,5495
Manuel atocha,Guardian,26,Guanajuato_Silao de la Victoria_Ejido_El Refugio_36284,5496
Aracely del carmen,Galvan,27,Guanajuato_Irapuato_Fraccionamiento_Galaxia Real de Arandas_36626,5497
Irving omar,V,23,Oaxaca_San Juan Bautista Tuxtepec_Colonia_Linda Vista_68335,5498
Norma lydia,Avelino,22,Morelos_Cuautla_Colonia_Pablo Torres Burgos_62742,5499
Carlos fabian,Lamarque,21,Veracruz de Ignacio de la Llave_Coatzacoalcos_Pueblo_La Esperanza_96387,5500
Gloria cecilia,Mirafuentes,19,Morelos_Atlatlahucan_Colonia_El Salto_62846,5501
Jose efren,Arispuro,26,Chiapas_El Bosque_Colonia_San Francisco Conho_29848,5502
Karen guadalupe,Chumacero,24,Veracruz de Ignacio de la Llave_Las Choapas_Ejido_Constituyentes II_96994,5503
Alberto israel,Cañas,26,Oaxaca_Santiago Pinotepa Nacional_Barrio_Del Zapote_71607,5504
Myrna edith,Carrion,23,Coahuila de Zaragoza_Saltillo_Residencial_Brisas Poniente_25225,5505
Pedro de jesus,Serapio,25,Sinaloa_Rosario_Pueblo_Matatan_82880,5506
Jessica daniela,Zuviri,25,Puebla_Guadalupe_Pueblo_San Rafael la Paz_74894,5507
Doroteo,Martir,18,Jalisco_Tequila_Colonia_La Mula_46402,5508
Ma gema,Velazco,22,Sinaloa_Mocorito_Ejido_El Aguaje_80880,5509
Juan vicente,Lavariega,18,Chiapas_Tapalapa_Barrio_Magdalena_29670,5510
Lucia isabel,Valois,23,Jalisco_Zapopan_Fraccionamiento_Rinconada del Aire_45138,5511
Francisco nicolas,Zuã¿iga,27,Jalisco_Zapopan_Colonia_Gonzalez Ortega_45190,5512
Rosa maribel,Bolaï¿½os,18,Jalisco_San Pedro Tlaquepaque_Colonia_Lindavista_45520,5513
David salomon,Arreortua,19,Guanajuato_Irapuato_Colonia_?lamos_36568,5514
Jasmin,Adriana,20,Chiapas_Mapastepec_Colonia_La Ceiba_30570,5515
Hermenegildo,Peña,18,Morelos_Cuautla_Colonia_La Cerrillera_62746,5516
Maria magdalen,Serrato,22,Hidalgo_Villa de Tezontepec_Colonia_Calvario_43885,5517
Andres,Alburquerque,20,Veracruz de Ignacio de la Llave_Jamapa_Ejido_El Cuajilote_94267,5518
Mara,Ulibarri,25,Coahuila de Zaragoza_Ramos Arizpe_Ejido_El Pelillal_25916,5519
Christian joel,Echavarria,21,Veracruz de Ignacio de la Llave_Las Choapas_Ejido_Cebadilla_96994,5520
Rosa carolina,Ramon,22,Guerrero_Pedro Ascencio Alquisiras_Campamento_San Pedro Atengo_40473,5521
Jose porfirio,Tirado,25,Guerrero_Pungarabato_Colonia_Progreso_40661,5522
Enid,Toledo,21,Chiapas_Oxchuc_Pueblo_Navil Tabja_29462,5523
Cesar oswaldo,M. del campo,23,Coahuila de Zaragoza_Ramos Arizpe_Fraccionamiento_El Cactus_25902,5524
Lourdes araceli,Hernando,23,Baja California_Tijuana_Fraccionamiento_Residencial Los Abedules_22244,5525
Alejandro arturo,Fischer,24,Chihuahua_Chihuahua_Colonia_Solidaridad Popular_31137,5526
Sanjuana guadalupe,Aldaz,23,Nayarit_Tepic_Fraccionamiento_Bonaterra_63194,5527
Juan francisc,Celiz,27,Guanajuato_Santa Cruz de Juventino Rosas_Colonia_26 de Abril_38245,5528
Lesvia,Taxilaga,23,Hidalgo_Huejutla de Reyes_Colonia_Bugambilias_43000,5529
Jovani,Tavares,22,Chihuahua_Chihuahua_Zona industrial_Zona Industrial Nombre de Dios_31105,5530
Irma lourdes,Argueta,26,Tamaulipas_Matamoros_Colonia_Las Fuentes_87317,5531
Arcadio,Bonfil,27,Veracruz de Ignacio de la Llave_Tuxpan_Colonia_INFONAVIT CTM_92870,5532
Leslie elizabeth,Lobaton,25,Chiapas_Bella Vista_Barrio_Rinconada_30137,5533
Pedro celestino,Terraza,27,Sonora_Hermosillo_Ejido_La Pintada_83313,5534
Ma lourdes,Arangure,27,Baja California_Mexicali_Colonia_San Pablo_21139,5535
Ramon ariel,Tepal,18,Guerrero_Tecoanapa_Pueblo_Tehuitzingo_39273,5536
Ana berenice,Ugalde,19,Distrito Federal_Iztapalapa_Unidad habitacional_Sierra del Valle_9730,5537
Francisco a,Barbabosa,26,Veracruz de Ignacio de la Llave_Paso del Macho_Colonia_Emiliano Zapata_94970,5538
Elizabeth del socorro,Vivar,23,Durango_Mezquital_Ejido_Agua Caliente_34994,5539
Jose gildardo,Uzeta,22,Aguascalientes_El Llano_Barrio_De Triana_20330,5540
Ramirez,Castulo,23,Hidalgo_Pachuca de Soto_Fraccionamiento_Privada de los Jorges_42094,5541
Jose roque,Alcibar,20,Baja California_Mexicali_Fraccionamiento_Puesta de Sol Residencial_21188,5542
Adriana isabel,Menera,18,Durango_Lerdo_Colonia_El Amparo_35159,5543
Rodulfo,Marchena,21,Hidalgo_Tulancingo de Bravo_Colonia_Santiago Caltengo (Buenos Aires)_43709,5544
Catarina,Monge,19,Oaxaca_San Juan Bautista Tuxtepec_Colonia_La Lorena_68340,5545
Ronnie,Loeza,21,Baja California_Playas de Rosarito_Colonia_Miramar_22703,5546
Aida lorena,Piñeiro,23,Guanajuato_Tierra Blanca_Poblado comunal_Torrecitas_37973,5547
Jesus marcos,Merlos,18,Nayarit_Tecuala_Colonia_Chino_63455,5548
Ma.de jesus,Munive,18,Tabasco_Emiliano Zapata_Colonia_Luis Donaldo Colosio_86995,5549
Julio ignacio,Genovez,20,Guanajuato_Celaya_Colonia_Del Bosque_38085,5550
Adela maria,Vernet,18,Aguascalientes_Aguascalientes_Colonia_J Refugio Esparza Reyes_20175,5551
Cesar roberto,Zapotecas,18,Durango_Durango_Fraccionamiento_Valle de Cristo_34225,5552
Martha hilda,Hinojo,26,Campeche_Candelaria_Rancho_El Manantial_24343,5553
Antonio ernesto,Aldecua,26,Guerrero_Chilpancingo de los Bravo_Colonia_Ruffo Figueroa_39020,5554
Ivon,Del villar,21,Chihuahua_Cusihuiriachi_Ejido_Real de Abajo_33240,5555
Oved,Narciso,25,Baja California_Tijuana_Colonia_El Mirador_22520,5556
Karla teresa,Farjat,21,Baja California Sur_La Paz_Fraccionamiento_Altezza Residencial_23085,5557
Alberto ivan,Terrez,19,Veracruz de Ignacio de la Llave_Tuxpan_Colonia_INFONAVIT Las Granjas_92894,5558
Teresita de,Tecotl,22,Durango_Durango_Fraccionamiento_Los Fresnos_34285,5559
Hugo jesus,Compa#,18,Chiapas_Motozintla_Fraccionamiento_San Pablo_30900,5560
Cruz alejandra,Antemate,25,Baja California Sur_La Paz_Fraccionamiento_Ballenas_23094,5561
Oscar jaime,Valdovino,26,Sonora_Hermosillo_Fraccionamiento_Villas Del Sur_83284,5562
Blanca erendira,Zavalza,21,Coahuila de Zaragoza_Saltillo_Colonia_Bellavista_25060,5563
Juan gonzalo,Chalico,20,Guanajuato_Cortazar_Colonia_La Esperanza_38370,5564
Silvestre,Garay,21,Veracruz de Ignacio de la Llave_Tlacotalpan_Colonia_Santa Cruz_95464,5565
Enrrique,Rosete,21,Tabasco_Tacotalpa_Ejido_Zuno y Patastal_86892,5566
Veronica de la luz,Haza,23,Chiapas_Cintalapa_Barrio_Santa Cecilia_30400,5567
Ivan alberto,Pagaza,19,Chihuahua_Urique_Pueblo_Urique_33420,5568
Beda,Marceleño,20,Puebla_Xicotepec_Colonia_Duraznotla_73080,5569
Juan gregorio,De dios,20,Durango_Nuevo Ideal_Colonia_Nuevo Campo Alto_34423,5570
Ma rosalva,Mazoraqui,20,Sinaloa_Sinaloa_Pueblo_Hacienda de los Ceballos_81977,5571
Arcangel,Casango,21,Sonora_Hermosillo_Fraccionamiento_Puerta Esmeralda_83285,5572
Miriam rocio,Daza,25,Chihuahua_Saucillo_Colonia_Altavista_33625,5573
Otoniel,Bulnes,18,Sonora_Hermosillo_Colonia_Villa Sonora_83106,5574
Laura rebeca,Nahuatlato,22,Tlaxcala_Tlaxco_Barrio_Grande_90255,5575
Ysaias,Galue,23,Sonora_Hermosillo_Residencial_Parque Versalles_83224,5576
Guadalupe monserrat,Pluma,24,Guanajuato_Salamanca_Fraccionamiento_Praderas del Sol_36720,5577
Roselino,Urbiola,26,Durango_Durango_Colonia_Justicia Social_34194,5578
Teresa ma,Frade,25,Sonora_Guaymas_Colonia_Carlos Romero Deschamps_85423,5579
Oscar rodrigo,Uzeta,26,Tabasco_Centro_Colonia_Lindavista_86050,5580
Alba fabiola,Sabanero,22,Jalisco_Puerto Vallarta_Colonia_Las Palmas_48343,5581
Manuel octavio,Grande,19,Puebla_Zacapoaxtla_Barrio_La Libertad_73691,5582
Maria miguelina,Tule,20,Hidalgo_Tulancingo de Bravo_Colonia_Medias Tierras_43698,5583
Roger alberto,Ferrer,22,Chihuahua_Guadalupe y Calvo_Pueblo_El Arbolito_33496,5584
Nora nely,Minder,18,Tamaulipas_Tampico_Fraccionamiento_Colinas San Gerardo_89367,5585
Hector ramon,Cuahua,23,Guanajuato_Yuriria_Ejido_La Angostura_38955,5586
Alicia irene,Nepita,27,Veracruz de Ignacio de la Llave_San Rafael_Pueblo_Ignacio Zaragoza_93623,5587
Ivan manuel,Lizama,21,Sinaloa_Choix_Rancho_El Oro_81733,5588
Adriana beatriz,Pavia,20,Guanajuato_Romita_Ejido_Las Lajas_36216,5589
Manuel ulises,Jantes,23,Chiapas_Chiapa de Corzo_Colonia_Nocatili_29160,5590
